,Unnamed: 0,size,isEmpty,peek_obj_type,calledMethod,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
58,578,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",No,1597059728728:f845ac5e-3d8f-464c-93b8-0c71fe7060ec,1597059728728:d1e1eb08-62bb-4cef-b16d-6159476e5aeb,0,,29,"['0', '1', '2', '3', '4', '5', '9', '11', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
59,624,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597059728728:f845ac5e-3d8f-464c-93b8-0c71fe7060ec,1597059728728:0bae89c5-c046-4271-b160-a48342af147c,0,,11,"['9', '10', '11', '22', '23', '24', '26', '27', '33', '42', '47']",0,
60,625,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""pop""",No,1597059728728:f845ac5e-3d8f-464c-93b8-0c71fe7060ec,1597059728728:0bae89c5-c046-4271-b160-a48342af147c,0,,25,"['1', '2', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
61,687,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728728:a1a756dc-2129-4534-91a6-f4f4ca6d4d77,1597059728728:1502bdd8-b98e-475a-ac68-1f0de09aef10,0,,14,"['3', '9', '10', '11', '19', '22', '23', '24', '25', '26', '27', '33', '42', '47']",0,
62,688,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",No,1597059728728:a1a756dc-2129-4534-91a6-f4f4ca6d4d77,1597059728728:1502bdd8-b98e-475a-ac68-1f0de09aef10,0,,26,"['1', '2', '3', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
63,728,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597059728727:20d26b75-56e6-43a5-9d89-ae92c7fa5684,1597059728727:904e60ff-f3c3-4055-b197-241303ab4cb3,0,,12,"['0', '6', '7', '8', '9', '13', '16', '35', '36', '37', '38', '42']",0,
64,739,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597059728727:20d26b75-56e6-43a5-9d89-ae92c7fa5684,1597059728727:7b83e80b-3f1e-44de-ac1c-48cea3158efc,0,,10,"['6', '7', '8', '9', '13', '33', '35', '37', '38', '42']",0,
65,754,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728727:20d26b75-56e6-43a5-9d89-ae92c7fa5684,1597059728727:2779bd41-aa3f-4699-9359-062c01dec6d9,0,,10,"['3', '6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
66,755,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597059728727:20d26b75-56e6-43a5-9d89-ae92c7fa5684,1597059728727:2779bd41-aa3f-4699-9359-062c01dec6d9,0,,7,"['9', '11', '19', '25', '26', '42', '47']",0,
67,756,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597059728727:20d26b75-56e6-43a5-9d89-ae92c7fa5684,1597059728727:2779bd41-aa3f-4699-9359-062c01dec6d9,0,,2,"['3', '47']",0,
68,776,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",No,1597059728726:e74bb69e-3631-463f-8ff7-9812260178db,1597059728727:daa732da-15d3-4c04-bac9-55fd628bc337,0,,25,"['1', '2', '4', '5', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
69,798,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",No,1597059728726:e74bb69e-3631-463f-8ff7-9812260178db,1597059728727:10dd8a12-5e30-4c39-96f4-7f3ac50f499b,0,,27,"['0', '1', '2', '4', '5', '9', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
70,826,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597059728726:e74bb69e-3631-463f-8ff7-9812260178db,1597059728726:3c69a7bf-8cbf-4ec2-8ff9-7ddaf0a94e67,0,,10,"['6', '7', '8', '9', '13', '33', '35', '37', '38', '42']",0,
71,827,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597059728726:e74bb69e-3631-463f-8ff7-9812260178db,1597059728726:3c69a7bf-8cbf-4ec2-8ff9-7ddaf0a94e67,0,,9,"['6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
72,828,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597059728726:e74bb69e-3631-463f-8ff7-9812260178db,1597059728726:3c69a7bf-8cbf-4ec2-8ff9-7ddaf0a94e67,0,,11,"['6', '7', '8', '9', '13', '19', '25', '35', '37', '38', '42']",0,
73,829,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",No,1597059728726:e74bb69e-3631-463f-8ff7-9812260178db,1597059728726:3c69a7bf-8cbf-4ec2-8ff9-7ddaf0a94e67,0,,26,"['1', '2', '3', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
74,940,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",No,1597059728725:5e9186ec-3f54-42cb-beef-9b871240df91,1597059728725:5d6df80e-2cbd-48b8-b7d4-d2718e9343fa,0,,26,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
75,1005,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597059728725:372c3f64-e04c-4dbf-a1a2-76c8276fd00b,1597059728725:2207b4ff-01a6-497b-957c-8403ee20039a,0,,5,"['9', '11', '26', '42', '47']",0,
76,1006,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597059728725:372c3f64-e04c-4dbf-a1a2-76c8276fd00b,1597059728725:2207b4ff-01a6-497b-957c-8403ee20039a,0,,1,['47'],0,
77,1069,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",No,1597059728723:efe49cb6-e602-4e05-82be-b6634cc8af4e,1597059728723:e3840943-6c42-4993-ab5a-2e890cac6016,0,,27,"['0', '1', '2', '4', '5', '9', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
78,1109,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""",Yes,1597059728723:e50baaae-3d85-4347-bd4d-60c852349bc8,1597059728723:2d755be8-ddbb-4202-a3b3-f904e51d6674,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
79,1183,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",No,1597059728722:271e9508-79e0-4382-8eff-ac781a09243d,1597059728722:eef2e8fe-939f-43e8-a67f-4f2fae693064,0,,25,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
80,1234,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597059728722:11deaec1-16b3-4c55-a2dc-f769021fc29a,1597059728722:470d730a-ff53-4fbd-8f24-9d10c9278d96,0,,10,"['6', '7', '8', '9', '13', '33', '35', '37', '38', '42']",0,
81,1235,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597059728722:11deaec1-16b3-4c55-a2dc-f769021fc29a,1597059728722:470d730a-ff53-4fbd-8f24-9d10c9278d96,0,,9,"['6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
82,1247,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597059728722:11deaec1-16b3-4c55-a2dc-f769021fc29a,1597059728722:3f273ace-59b3-4b3f-a416-0b0b254533dd,0,,12,"['0', '6', '7', '8', '9', '13', '16', '35', '36', '37', '38', '42']",0,
83,1248,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",No,1597059728722:11deaec1-16b3-4c55-a2dc-f769021fc29a,1597059728722:3f273ace-59b3-4b3f-a416-0b0b254533dd,0,,26,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
84,1260,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",No,1597059728721:cc863621-cb7e-41e7-91c7-43e5321922aa,1597059728721:cfaa9903-2bd6-42f4-8e37-58386caf1525,0,,25,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
85,1326,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728721:297b93ae-d54c-49e8-9162-9645e3d97651,1597059728721:4d6c95a2-9659-427e-bdb6-e46ae228b63f,0,,11,"['6', '7', '8', '9', '13', '19', '25', '35', '37', '38', '42']",0,
86,1342,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",No,1597059728721:25d15b3f-9fdd-481f-8270-773ead7e5159,1597059728721:df2b94cc-8c3d-49c2-a5e8-c2c3fcd0b169,0,,25,"['1', '2', '4', '5', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
87,1535,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597059728719:44d1275f-59b4-4a9e-b25c-8ccc0814af62,1597059728719:e16c8d19-47cf-411a-a1d8-cba83fc514f5,0,,12,"['6', '7', '8', '9', '13', '19', '25', '33', '35', '37', '38', '42']",0,
88,1572,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",No,1597059728719:44d1275f-59b4-4a9e-b25c-8ccc0814af62,1597059728719:14ed6bd3-b011-41e4-ac56-6bac421879b3,0,,26,"['1', '2', '3', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
89,1576,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728719:44d1275f-59b4-4a9e-b25c-8ccc0814af62,1597059728719:102f1506-51b9-410e-99c6-cab9e158ada4,0,,10,"['6', '7', '8', '9', '13', '33', '35', '37', '38', '42']",0,
90,1590,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728718:d69afb08-d83a-48eb-8eb3-c90d652d8a09,1597059728718:ff664087-038d-4b5e-bc82-6ae6fdcb2401,0,,10,"['3', '6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
91,1591,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597059728718:d69afb08-d83a-48eb-8eb3-c90d652d8a09,1597059728718:ff664087-038d-4b5e-bc82-6ae6fdcb2401,0,,11,"['6', '7', '8', '9', '13', '19', '25', '35', '37', '38', '42']",0,
92,1592,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",No,1597059728718:d69afb08-d83a-48eb-8eb3-c90d652d8a09,1597059728718:ff664087-038d-4b5e-bc82-6ae6fdcb2401,0,,26,"['1', '2', '3', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
93,1627,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""pop""",Yes,1597059728718:d69afb08-d83a-48eb-8eb3-c90d652d8a09,1597059728718:934ab721-9831-4b58-80b7-1dd4287e5cd4,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
94,1675,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",No,1597059728718:b7f280c4-b56b-4451-8f35-9cc7e37e5566,1597059728718:959208f5-060b-4193-b219-3129482b99bf,0,,26,"['1', '2', '3', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
95,1713,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""pop""",Yes,1597059728717:57e851e1-d0be-4568-9815-1361630871da,1597059728717:56054d4d-4db8-4e4b-a227-7ad6ee5a86b0,0,,4,"['16', '36', '37', '38']",0,
96,1714,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",No,1597059728717:57e851e1-d0be-4568-9815-1361630871da,1597059728717:56054d4d-4db8-4e4b-a227-7ad6ee5a86b0,0,,26,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
97,1753,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",No,1597059728716:c64e03e2-ff53-4d71-8a07-8102eca0feb9,1597059728717:d69390b0-0fc0-4b50-8e11-65d3101afca9,0,,26,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
98,1933,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",No,1597059728715:2505c45b-a2bd-4d7c-bfb8-18264f54501d,1597059728715:80b493e7-d9e7-42dc-8c65-e6b79fd22e62,0,,28,"['0', '1', '2', '4', '5', '9', '11', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
99,1954,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597059728714:f8350af7-e7ec-496a-b0ea-f6f2e940d9e3,1597059728714:ac571827-cfdd-451a-b09d-9d2caf45804e,0,,5,"['9', '11', '26', '42', '47']",0,
100,1955,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",No,1597059728714:f8350af7-e7ec-496a-b0ea-f6f2e940d9e3,1597059728714:ac571827-cfdd-451a-b09d-9d2caf45804e,0,,25,"['1', '2', '4', '5', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
101,1985,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",Yes,1597059728714:f8350af7-e7ec-496a-b0ea-f6f2e940d9e3,1597059728714:0fc12b07-adbe-4e11-b841-279ece5f50fb,0,,3,"['33', '37', '38']",0,
102,2007,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597059728714:e7e87dec-3d0d-4c7c-b523-26257a98ea36,1597059728715:af8ea297-cc66-4e2b-b06b-78170d264988,0,,3,"['33', '37', '38']",0,
103,2066,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597059728714:50dd5dc5-b709-4469-ac7c-c1a40c2fa9a0,1597059728714:b9efc0cd-5543-406b-b46e-1a4bf380552b,0,,11,"['9', '10', '11', '22', '23', '24', '26', '27', '33', '42', '47']",0,
104,2074,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""",Yes,1597059728714:50dd5dc5-b709-4469-ac7c-c1a40c2fa9a0,1597059728714:8ebe54df-fcb4-44b6-b73c-9211e458bfa8,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
105,2177,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",No,1597059728713:64b3cfc0-a9db-4049-9fdd-e1adc74b2765,1597059728713:fb6becde-ba8a-4b40-921a-aa6832b04ca0,0,,25,"['1', '2', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
106,2178,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""pop""",Yes,1597059728713:64b3cfc0-a9db-4049-9fdd-e1adc74b2765,1597059728713:fb6becde-ba8a-4b40-921a-aa6832b04ca0,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
107,2230,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728712:d33c09db-fc44-48f7-973b-86336a304222,1597059728712:09fedefb-9db5-46e4-b0e3-5b20a1ef80c3,0,,6,"['3', '9', '11', '26', '42', '47']",0,
108,2231,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""pop""",Yes,1597059728712:d33c09db-fc44-48f7-973b-86336a304222,1597059728712:09fedefb-9db5-46e4-b0e3-5b20a1ef80c3,0,,4,"['19', '25', '37', '38']",0,
109,2299,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597059728712:a4e2059a-ed04-4fb1-a079-ccec8a8e3a44,1597059728712:29ee18fc-866b-4b24-927c-0ab0e7b23198,0,,11,"['9', '10', '11', '22', '23', '24', '26', '27', '33', '42', '47']",0,
110,2524,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",No,1597059728710:8fc3dc8a-2834-4ad2-8047-16fe67e5cad5,1597059728711:bdcaeefa-d4a6-48ff-8f18-6f4deade0e31,0,,25,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
111,2550,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",No,1597059728710:8fc3dc8a-2834-4ad2-8047-16fe67e5cad5,1597059728711:5bd43bdd-dd8d-494c-bf02-d11b42f1997c,0,,24,"['1', '2', '4', '5', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
112,2590,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597059728709:f42cf4f6-ac96-4537-868b-37f5896b2ed0,1597059728709:bda0adc4-96a2-4cbb-902b-1c2e1f4340ad,0,,4,"['3', '33', '37', '38']",0,
113,2676,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728708:606f56b6-3913-4dc0-b002-52dc3a42d412,1597059728708:be469af1-3075-4fe1-9cb0-ce1413205bf3,0,,11,"['3', '6', '7', '8', '9', '13', '33', '35', '37', '38', '42']",0,
114,2733,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597059728708:58381776-ce39-4b14-b276-2c3d4b7fddc8,1597059728708:97657ff2-5fc8-49f1-861b-146a7ab45b98,0,,7,"['10', '22', '23', '24', '27', '33', '47']",0,
