,testId,instanceId,size,isEmpty,peek_obj_type,calledMethod,diff
1492,1597050830277:cc5a25e7-7aef-41cb-97a0-552e4fd98c41,1597050830277:6d2d6721-5fe4-4529-bfa4-cfbfac41080e,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1493,1597050830277:cc5a25e7-7aef-41cb-97a0-552e4fd98c41,1597050830277:6d2d6721-5fe4-4529-bfa4-cfbfac41080e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1495,1597050830277:cc5a25e7-7aef-41cb-97a0-552e4fd98c41,1597050830277:042c07ab-4f30-48c8-920a-4b768be85313,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1496,1597050830277:cc5a25e7-7aef-41cb-97a0-552e4fd98c41,1597050830277:042c07ab-4f30-48c8-920a-4b768be85313,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1498,1597050830277:c21521cb-c9a5-4b86-b6a1-f5262dad86f6,1597050830277:3597c10b-13e1-43c1-9964-e0c876f00ac8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1499,1597050830277:c21521cb-c9a5-4b86-b6a1-f5262dad86f6,1597050830277:3597c10b-13e1-43c1-9964-e0c876f00ac8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1501,1597050830277:348aa6b1-7b32-4d8c-b115-df474800648b,1597050830277:efab1f8a-5e78-4d92-9d50-38d439e071c4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1502,1597050830277:348aa6b1-7b32-4d8c-b115-df474800648b,1597050830277:efab1f8a-5e78-4d92-9d50-38d439e071c4,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1504,1597050830277:348aa6b1-7b32-4d8c-b115-df474800648b,1597050830277:68664803-8f2b-4a75-93a3-1fe5869aeff1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1505,1597050830277:348aa6b1-7b32-4d8c-b115-df474800648b,1597050830277:68664803-8f2b-4a75-93a3-1fe5869aeff1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1507,1597050830277:32c2a6c0-3a24-442d-9a4d-4fe0fcbccb5d,1597050830277:9bfd1a0c-7f34-46d4-8317-462a7b935a56,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1508,1597050830277:32c2a6c0-3a24-442d-9a4d-4fe0fcbccb5d,1597050830277:9bfd1a0c-7f34-46d4-8317-462a7b935a56,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1510,1597050830277:32c2a6c0-3a24-442d-9a4d-4fe0fcbccb5d,1597050830277:85976703-0ce2-430c-9985-718cd31a539c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1511,1597050830277:32c2a6c0-3a24-442d-9a4d-4fe0fcbccb5d,1597050830277:85976703-0ce2-430c-9985-718cd31a539c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1512,1597050830277:32c2a6c0-3a24-442d-9a4d-4fe0fcbccb5d,1597050830277:85976703-0ce2-430c-9985-718cd31a539c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1513,1597050830277:32c2a6c0-3a24-442d-9a4d-4fe0fcbccb5d,1597050830277:85976703-0ce2-430c-9985-718cd31a539c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1514,1597050830277:32c2a6c0-3a24-442d-9a4d-4fe0fcbccb5d,1597050830277:85976703-0ce2-430c-9985-718cd31a539c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1516,1597050830277:1217af4f-58b8-407e-92f2-5d3e0c8c1001,1597050830277:b90d63b0-9573-4b04-b393-30b61146a71c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1517,1597050830277:1217af4f-58b8-407e-92f2-5d3e0c8c1001,1597050830277:b90d63b0-9573-4b04-b393-30b61146a71c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1519,1597050830276:fcddcb2b-6f8a-432a-a1a3-3078a52d36e3,1597050830276:e5ae6749-54f2-4146-8154-5749770a7f7d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1521,1597050830276:fcddcb2b-6f8a-432a-a1a3-3078a52d36e3,1597050830276:c47d2a5a-84cd-4d9a-bb24-0d22bde1846c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1522,1597050830276:fcddcb2b-6f8a-432a-a1a3-3078a52d36e3,1597050830276:c47d2a5a-84cd-4d9a-bb24-0d22bde1846c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1524,1597050830276:f5f17f77-e830-4e99-afc0-240ed99f8781,1597050830276:de774a61-4f89-45a1-b7f9-bb1cb37a0d6d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1525,1597050830276:f5f17f77-e830-4e99-afc0-240ed99f8781,1597050830276:de774a61-4f89-45a1-b7f9-bb1cb37a0d6d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1527,1597050830276:ecc7fdec-7b56-49d5-acd8-5d5ec7d59735,1597050830276:d2d3161b-16fc-46f8-9cc2-a46df20202a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1528,1597050830276:ecc7fdec-7b56-49d5-acd8-5d5ec7d59735,1597050830276:d2d3161b-16fc-46f8-9cc2-a46df20202a0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1529,1597050830276:ecc7fdec-7b56-49d5-acd8-5d5ec7d59735,1597050830276:d2d3161b-16fc-46f8-9cc2-a46df20202a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1530,1597050830276:ecc7fdec-7b56-49d5-acd8-5d5ec7d59735,1597050830276:d2d3161b-16fc-46f8-9cc2-a46df20202a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1531,1597050830276:ecc7fdec-7b56-49d5-acd8-5d5ec7d59735,1597050830276:d2d3161b-16fc-46f8-9cc2-a46df20202a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1533,1597050830276:ecc7fdec-7b56-49d5-acd8-5d5ec7d59735,1597050830276:908eb695-219c-456f-9ddb-010e499d790d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1534,1597050830276:ecc7fdec-7b56-49d5-acd8-5d5ec7d59735,1597050830276:908eb695-219c-456f-9ddb-010e499d790d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1536,1597050830276:acf2803d-621e-4e8c-a96c-2e1e54600d35,1597050830276:9491aea1-41d6-42b2-a079-5ef1bf70aec6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1537,1597050830276:acf2803d-621e-4e8c-a96c-2e1e54600d35,1597050830276:9491aea1-41d6-42b2-a079-5ef1bf70aec6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1539,1597050830276:a32b95b0-1947-49d5-9624-2e866aff5faf,1597050830276:ebfdb6d5-a752-42a3-a5df-3c104df8eb17,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1540,1597050830276:a32b95b0-1947-49d5-9624-2e866aff5faf,1597050830276:ebfdb6d5-a752-42a3-a5df-3c104df8eb17,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1541,1597050830276:a32b95b0-1947-49d5-9624-2e866aff5faf,1597050830276:ebfdb6d5-a752-42a3-a5df-3c104df8eb17,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1543,1597050830276:a32b95b0-1947-49d5-9624-2e866aff5faf,1597050830276:7b5f86a8-6248-4b9a-8218-8d241b698c3c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1544,1597050830276:a32b95b0-1947-49d5-9624-2e866aff5faf,1597050830276:7b5f86a8-6248-4b9a-8218-8d241b698c3c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1545,1597050830276:a32b95b0-1947-49d5-9624-2e866aff5faf,1597050830276:7b5f86a8-6248-4b9a-8218-8d241b698c3c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1547,1597050830276:99a2fbf3-9d11-4e55-bc1e-8d02989985a3,1597050830276:639c76c5-135e-403c-99dd-b216a30303e0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1548,1597050830276:99a2fbf3-9d11-4e55-bc1e-8d02989985a3,1597050830276:639c76c5-135e-403c-99dd-b216a30303e0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1550,1597050830276:8d3a2466-6b83-487d-a8c4-80d9293c619f,1597050830276:58b1675c-52ff-4fbc-b896-5f9bb009d194,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1551,1597050830276:8d3a2466-6b83-487d-a8c4-80d9293c619f,1597050830276:58b1675c-52ff-4fbc-b896-5f9bb009d194,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1553,1597050830276:7eaa139b-e14b-443c-80a7-5ad95e1c7b8c,1597050830276:947b540c-255b-4a56-b45e-2eb77f19a4d1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1554,1597050830276:7eaa139b-e14b-443c-80a7-5ad95e1c7b8c,1597050830276:947b540c-255b-4a56-b45e-2eb77f19a4d1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1556,1597050830276:7eaa139b-e14b-443c-80a7-5ad95e1c7b8c,1597050830276:3c0777f5-b5a9-48c1-a083-d65035c25069,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1557,1597050830276:7eaa139b-e14b-443c-80a7-5ad95e1c7b8c,1597050830276:3c0777f5-b5a9-48c1-a083-d65035c25069,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1559,1597050830276:6516c3a1-2a5d-4149-9d46-496c7180ee35,1597050830276:cbebcdb4-6975-4133-8f56-45276c4f0499,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1560,1597050830276:6516c3a1-2a5d-4149-9d46-496c7180ee35,1597050830276:cbebcdb4-6975-4133-8f56-45276c4f0499,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1562,1597050830276:6516c3a1-2a5d-4149-9d46-496c7180ee35,1597050830276:608a69ab-7f54-456e-9432-4b02f8734505,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1563,1597050830276:6516c3a1-2a5d-4149-9d46-496c7180ee35,1597050830276:608a69ab-7f54-456e-9432-4b02f8734505,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1565,1597050830276:46c4ab78-1ec9-4676-a9ab-9165e18de7f4,1597050830276:eda633e5-66c3-4bb2-8d8a-5b9c7e5291ab,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1566,1597050830276:46c4ab78-1ec9-4676-a9ab-9165e18de7f4,1597050830276:eda633e5-66c3-4bb2-8d8a-5b9c7e5291ab,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1568,1597050830276:3f4cd912-c796-46d0-b1dc-16bfd2fd3218,1597050830276:7012cc55-f19a-44e0-84d2-1e63af455439,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1569,1597050830276:3f4cd912-c796-46d0-b1dc-16bfd2fd3218,1597050830276:7012cc55-f19a-44e0-84d2-1e63af455439,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1571,1597050830276:358a3618-7b67-4053-a898-c4a5ad97ab28,1597050830276:ed702abc-91f7-40dd-86c9-7db79e54eb40,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1572,1597050830276:358a3618-7b67-4053-a898-c4a5ad97ab28,1597050830276:ed702abc-91f7-40dd-86c9-7db79e54eb40,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1574,1597050830276:358a3618-7b67-4053-a898-c4a5ad97ab28,1597050830276:a7ad8ea3-f094-48f0-a71e-60341e8ffe7e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1575,1597050830276:358a3618-7b67-4053-a898-c4a5ad97ab28,1597050830276:a7ad8ea3-f094-48f0-a71e-60341e8ffe7e,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1576,1597050830276:358a3618-7b67-4053-a898-c4a5ad97ab28,1597050830276:a7ad8ea3-f094-48f0-a71e-60341e8ffe7e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1577,1597050830276:358a3618-7b67-4053-a898-c4a5ad97ab28,1597050830276:a7ad8ea3-f094-48f0-a71e-60341e8ffe7e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1578,1597050830276:358a3618-7b67-4053-a898-c4a5ad97ab28,1597050830276:a7ad8ea3-f094-48f0-a71e-60341e8ffe7e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1580,1597050830276:31d8dbba-263b-4a7e-8fbc-ea6edf2758d6,1597050830276:875a4b08-a5fd-466a-b982-61bad264d4a3,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1581,1597050830276:31d8dbba-263b-4a7e-8fbc-ea6edf2758d6,1597050830276:875a4b08-a5fd-466a-b982-61bad264d4a3,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1583,1597050830276:0d657f05-6d0f-4d20-852f-6bac966ecf21,1597050830276:f9a3ad66-a89e-43e5-80b2-22183022b6d5,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1584,1597050830276:0d657f05-6d0f-4d20-852f-6bac966ecf21,1597050830276:f9a3ad66-a89e-43e5-80b2-22183022b6d5,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1586,1597050830276:0319ecdc-95ef-4bd7-850a-c4d31a9bea6a,1597050830276:cdb5265b-ad55-4bf3-9ced-c6e8f5d93e88,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1587,1597050830276:0319ecdc-95ef-4bd7-850a-c4d31a9bea6a,1597050830276:cdb5265b-ad55-4bf3-9ced-c6e8f5d93e88,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1589,1597050830276:0319ecdc-95ef-4bd7-850a-c4d31a9bea6a,1597050830276:95f84f10-c104-4ba2-9cac-03346d0523df,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1591,1597050830274:8e36014a-7483-4858-b5f5-cab6f1deaa96,1597050830276:18511098-ec21-40eb-9837-523a6bc39874,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1592,1597050830274:8e36014a-7483-4858-b5f5-cab6f1deaa96,1597050830276:18511098-ec21-40eb-9837-523a6bc39874,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1594,1597050830274:8e36014a-7483-4858-b5f5-cab6f1deaa96,1597050830274:9446263e-1c0f-469f-aa34-8b863a66efca,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1595,1597050830274:8e36014a-7483-4858-b5f5-cab6f1deaa96,1597050830274:9446263e-1c0f-469f-aa34-8b863a66efca,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1596,1597050830274:8e36014a-7483-4858-b5f5-cab6f1deaa96,1597050830274:9446263e-1c0f-469f-aa34-8b863a66efca,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1597,1597050830274:8e36014a-7483-4858-b5f5-cab6f1deaa96,1597050830274:9446263e-1c0f-469f-aa34-8b863a66efca,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1598,1597050830274:8e36014a-7483-4858-b5f5-cab6f1deaa96,1597050830274:9446263e-1c0f-469f-aa34-8b863a66efca,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1600,1597050830274:67de0603-c75e-44c6-9422-e812cc854ab0,1597050830274:9c2a6c35-f5cc-4529-880e-06e363beab1b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1601,1597050830274:67de0603-c75e-44c6-9422-e812cc854ab0,1597050830274:9c2a6c35-f5cc-4529-880e-06e363beab1b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1603,1597050830274:67de0603-c75e-44c6-9422-e812cc854ab0,1597050830274:653a54f1-8fb9-400f-b6a3-c2cbe9ae66d7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1604,1597050830274:67de0603-c75e-44c6-9422-e812cc854ab0,1597050830274:653a54f1-8fb9-400f-b6a3-c2cbe9ae66d7,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1606,1597050830274:6537a49c-3e65-452a-bd6d-e842ddc39e11,1597050830274:8e232d88-5140-4328-8f9d-9aea32b0e33b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1607,1597050830274:6537a49c-3e65-452a-bd6d-e842ddc39e11,1597050830274:8e232d88-5140-4328-8f9d-9aea32b0e33b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1608,1597050830274:6537a49c-3e65-452a-bd6d-e842ddc39e11,1597050830274:8e232d88-5140-4328-8f9d-9aea32b0e33b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1609,1597050830274:6537a49c-3e65-452a-bd6d-e842ddc39e11,1597050830274:8e232d88-5140-4328-8f9d-9aea32b0e33b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1610,1597050830274:6537a49c-3e65-452a-bd6d-e842ddc39e11,1597050830274:8e232d88-5140-4328-8f9d-9aea32b0e33b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1612,1597050830274:6537a49c-3e65-452a-bd6d-e842ddc39e11,1597050830274:252539ed-7002-46b3-bcb6-92593bc2637f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1613,1597050830274:6537a49c-3e65-452a-bd6d-e842ddc39e11,1597050830274:252539ed-7002-46b3-bcb6-92593bc2637f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1615,1597050830274:55d3bd43-3a19-452c-a2d1-e168777dca4d,1597050830274:ff07909c-a3f5-4cfa-8d82-76e137f67af6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1616,1597050830274:55d3bd43-3a19-452c-a2d1-e168777dca4d,1597050830274:ff07909c-a3f5-4cfa-8d82-76e137f67af6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1618,1597050830274:426218c7-cc71-4789-9ae5-3d88b85386b2,1597050830274:40af2a33-5aa5-4e1e-9641-9cda102288ca,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1619,1597050830274:426218c7-cc71-4789-9ae5-3d88b85386b2,1597050830274:40af2a33-5aa5-4e1e-9641-9cda102288ca,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1621,1597050830274:3f0ba8d9-03a1-4295-b9cb-f73b4aa7070c,1597050830274:491b4fc0-3027-48bf-90f6-7ac9f070811b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
