,index,size,isEmpty,peek_obj_type,calledMethod,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
10,30,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274454:1a027014-a726-4eb9-a731-50f747e31565,1597044274454:5c1f63eb-96d7-4c1e-aafe-5292dbec39a1,0,,3,"['183', '184', '290']",0,
11,31,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274454:1a027014-a726-4eb9-a731-50f747e31565,1597044274454:5c1f63eb-96d7-4c1e-aafe-5292dbec39a1,0,,3,"['26', '183', '184']",0,
12,34,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597044274454:1a027014-a726-4eb9-a731-50f747e31565,1597044274454:478b4e2f-d31e-41f3-8ba8-405163c63fe1,0,,5,"['28', '151', '183', '184', '290']",0,
13,37,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274453:d1488995-62a9-4253-b931-d48ef622d7a9,1597044274453:c3ea4ed4-5993-4345-8ccb-5bf6ab7f002f,0,,4,"['28', '129', '267', '290']",0,
14,45,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274452:38df6050-20bb-4b6b-9a48-f4bb4227bc8e,1597044274452:30961749-9a71-40fa-b41b-631d516c41c7,0,,3,"['183', '184', '290']",0,
15,47,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274451:f38f31dc-8862-4bad-9eb4-fa9179a7f4a7,1597044274451:7d9f9402-31dc-431d-949e-5bac8c792167,0,,5,"['129', '183', '184', '267', '290']",0,
16,48,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274451:f38f31dc-8862-4bad-9eb4-fa9179a7f4a7,1597044274451:7d9f9402-31dc-431d-949e-5bac8c792167,0,,3,"['26', '183', '184']",0,
17,49,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274451:f38f31dc-8862-4bad-9eb4-fa9179a7f4a7,1597044274451:7d9f9402-31dc-431d-949e-5bac8c792167,0,,3,"['129', '267', '290']",0,
18,59,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274449:9f04d197-ab7a-481d-a68d-230fb9f01272,1597044274450:535fea68-64ab-4d20-a012-aa80abd9b8e8,0,,3,"['129', '267', '290']",0,
19,60,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274448:6fbaa2a1-1ce7-4e5f-8da7-f1ebf5f92210,1597044274448:b0e31cd5-69ba-43a6-a845-79c8fbb7725b,0,,5,"['129', '183', '184', '267', '290']",0,
20,61,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597044274448:6fbaa2a1-1ce7-4e5f-8da7-f1ebf5f92210,1597044274448:908ab386-d2cc-4a71-a761-788854014c48,0,,5,"['28', '151', '183', '184', '290']",0,
21,62,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274448:6fbaa2a1-1ce7-4e5f-8da7-f1ebf5f92210,1597044274448:05a3a965-2eb0-4bbb-90cf-ca32c04850c1,0,,3,"['183', '184', '290']",0,
22,63,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597044274448:6fbaa2a1-1ce7-4e5f-8da7-f1ebf5f92210,1597044274448:05a3a965-2eb0-4bbb-90cf-ca32c04850c1,0,,3,"['26', '183', '184']",0,
23,64,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274448:6fbaa2a1-1ce7-4e5f-8da7-f1ebf5f92210,1597044274448:05a3a965-2eb0-4bbb-90cf-ca32c04850c1,0,,1,['267'],0,
24,70,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274447:640d096f-3855-4cc3-87de-f32858603364,1597044274447:4dc7d0b7-39cc-4fdb-95c6-e107fbef078e,0,,3,"['183', '184', '290']",0,
25,71,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274447:640d096f-3855-4cc3-87de-f32858603364,1597044274447:4dc7d0b7-39cc-4fdb-95c6-e107fbef078e,0,,3,"['183', '184', '290']",0,
26,74,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274447:556fac5a-643f-49b9-9e3e-079b134dbeed,1597044274447:e3dc933d-2fc3-4f96-bd7e-cfafcc06364a,0,,4,"['26', '183', '184', '267']",0,
27,82,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597044274443:01004c57-6771-4545-b036-6ad9524d99a8,1597044274443:5ff97d9d-e716-4ae3-a27d-0365b8d28274,0,,3,"['183', '184', '290']",0,
28,83,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274443:01004c57-6771-4545-b036-6ad9524d99a8,1597044274443:5ff97d9d-e716-4ae3-a27d-0365b8d28274,0,,3,"['183', '184', '290']",0,
29,88,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274440:87cbf5ce-297c-4eba-ada5-9755247e41b3,1597044274441:521fcc3f-cdda-4057-9579-069c669d7417,0,,3,"['183', '184', '290']",0,
30,92,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274439:b941ad9f-8f0f-4ee2-9475-07133bb7caab,1597044274439:383fd359-ce07-453a-9ccd-7abf9177716e,0,,3,"['183', '184', '290']",0,
31,93,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274439:b941ad9f-8f0f-4ee2-9475-07133bb7caab,1597044274439:383fd359-ce07-453a-9ccd-7abf9177716e,0,,3,"['183', '184', '290']",0,
32,95,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""pop""",Yes,1597044274439:1b5ff639-c664-4743-8376-c6b63114c84c,1597044274439:da77ef17-ac13-4d17-9b9f-9d61e214834b,0,,2,"['28', '290']",0,
33,101,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274436:b0f9a290-b2b6-4928-9bdf-5deaa5ff1d48,1597044274436:b27bb558-d4d4-482e-9259-fb277a452315,0,,3,"['26', '183', '184']",0,
34,103,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",Yes,1597044274436:b0f9a290-b2b6-4928-9bdf-5deaa5ff1d48,1597044274436:91e202ed-5412-4386-bdcd-5d3139d0975a,0,,1,['290'],0,
35,106,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274436:0b7ff653-afb3-4ded-9e96-1c7ff7ad9ac1,1597044274436:54a31686-c94d-4d35-9087-79ccc04082d2,0,,1,['290'],0,
36,108,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274434:931fec42-3c47-4ab3-9c33-67b361dc97a1,1597044274434:0bf9c809-b56e-4050-b4e1-96e4dab6a9da,0,,3,"['26', '183', '184']",0,
37,112,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274431:364dd182-0475-4a01-a473-9699f584d3ed,1597044274431:c2794562-fa80-480e-9821-e73d631454e4,0,,1,['290'],0,
38,114,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274430:2ba3715f-05ef-40ec-b4a4-715932900523,1597044274430:9f0f1b39-fa45-4bed-ba41-f1fcc8706395,0,,3,"['183', '184', '290']",0,
39,115,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274429:f4a3363d-1048-459a-9634-04ec9a98d327,1597044274429:4ebb20e7-c353-4232-b01b-54b4f401532e,0,,0,,0,
40,117,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274427:6d3b5378-4627-4db4-b061-01dd8271ed0b,1597044274427:e333686b-20fc-4eca-b6a5-45ff4f73b519,0,,4,"['26', '183', '184', '267']",0,
41,118,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597044274421:3b71363d-15a8-429c-b328-c857f052adbe,1597044274421:00ece237-6054-4b88-8981-675f088135c6,0,,5,"['129', '183', '184', '267', '290']",0,
42,119,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274421:00e71a98-6e29-46bf-ba5b-f6ce817810f9,1597044274421:f385bbae-c696-4bf8-90a5-dfb37663dd14,0,,3,"['26', '183', '184']",0,
43,122,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274419:04a0c4c3-b206-486a-a041-d06cd79c1e0d,1597044274419:fe682309-26fe-4e86-9e47-413e1a6f5fc9,0,,5,"['28', '151', '183', '184', '290']",0,
44,126,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274412:b207176a-b52b-4f44-be9b-8636f117e4f1,1597044274412:dc43c221-34ba-46ef-99dc-ae542ec61e86,0,,5,"['129', '183', '184', '267', '290']",0,
45,128,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274412:b207176a-b52b-4f44-be9b-8636f117e4f1,1597044274412:dc43c221-34ba-46ef-99dc-ae542ec61e86,0,,4,"['26', '183', '184', '267']",0,
46,130,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274411:839bcd50-e6c3-48fa-9b34-19d43fc6a855,1597044274412:8e485625-3a1e-45f6-b7f8-cf9f8d17d314,0,,3,"['26', '183', '184']",0,
47,132,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274411:839bcd50-e6c3-48fa-9b34-19d43fc6a855,1597044274411:70099702-4584-48bd-9043-95a0e0268a97,0,,1,['290'],0,
48,134,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274409:0e1612e4-4da7-42fd-a82f-4377351cf54c,1597044274409:0d742383-b494-4b82-b74f-6906818400ac,0,,3,"['26', '183', '184']",0,
49,137,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","calledMethod_p == ""push""",Yes,1597044274406:042a4c6b-153e-48dd-9281-5548748b3d26,1597044274406:e5d9f0c3-0558-432a-a6a7-cb9c5f88a610,0,,5,"['28', '151', '183', '184', '290']",0,
50,139,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274403:0145727c-ef0d-43b4-93dd-48d49329a026,1597044274403:503a13d2-eeda-44e5-9e09-1900b329f56c,0,,3,"['26', '183', '184']",0,
51,140,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274402:5bc49312-3612-4377-b4da-78e89c7a0386,1597044274402:f68a8d30-fa75-487b-b79b-f0e8f4fe0d2a,0,,5,"['129', '183', '184', '267', '290']",0,
52,143,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274399:bb057422-d2e7-4575-92a2-5af226fc2927,1597044274399:d157b384-8333-42c2-a942-e4185ea8b8df,0,,3,"['183', '184', '290']",0,
53,145,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274395:55dfa43b-5303-4922-9b23-79664cc5b20a,1597044274395:4cb28aa6-3eb9-48b1-8740-c41bd3a18586,0,,3,"['183', '184', '290']",0,
54,146,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274389:495701f1-f97f-455f-a35d-c6fc320423e8,1597044274390:5b6373d9-c3c4-4daa-8ac0-1db9f74311b4,0,,3,"['26', '183', '184']",0,
55,148,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274388:a76c0ee8-ca11-4052-908e-36f695248c61,1597044274388:06306926-a478-487a-b5d0-c24e6ee60e39,0,,3,"['26', '183', '184']",0,
56,149,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274388:a76c0ee8-ca11-4052-908e-36f695248c61,1597044274388:06306926-a478-487a-b5d0-c24e6ee60e39,0,,1,['267'],0,
57,151,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274385:91b972aa-b03c-43b7-a65e-fad820258651,1597044274385:2f7f820c-df36-40db-971f-6a10acc35a67,0,,4,"['26', '183', '184', '267']",0,
58,152,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274382:028bdfd4-a69e-4652-b514-e9c05b448fe4,1597044274382:af13f09a-2852-48f3-a2fb-a44e7c740cbc,0,,3,"['183', '184', '290']",0,
59,154,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""pop""",Yes,1597044274382:028bdfd4-a69e-4652-b514-e9c05b448fe4,1597044274382:af13f09a-2852-48f3-a2fb-a44e7c740cbc,0,,1,['267'],0,
60,157,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274379:261e34d0-7be6-42c4-bf1f-878e06a4eb88,1597044274379:41303e52-4fd5-4ada-b3e9-25048d5c9222,0,,3,"['183', '184', '290']",0,
61,161,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274374:edc93f3b-4d1a-4864-87de-8b832c29464a,1597044274374:2bb25b6a-11b1-413a-854f-35232c2a6756,0,,2,"['28', '290']",0,
62,162,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274374:edc93f3b-4d1a-4864-87de-8b832c29464a,1597044274374:2bb25b6a-11b1-413a-854f-35232c2a6756,0,,3,"['183', '184', '290']",0,
63,167,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274359:ba491669-0b48-4f7c-acdf-af1aa5344beb,1597044274359:3a06c0d0-880b-4b24-b17c-74bbc2e85de0,0,,2,"['28', '290']",0,
64,170,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274356:e9b9b714-8b5b-4805-9f02-c91b5bee5131,1597044274356:b0bdb8e5-7e66-4fa4-a5c5-c67e3ffa013e,0,,4,"['26', '183', '184', '267']",0,
65,171,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274353:9ea5ebd5-03d8-4e56-949e-dec5a9a3a478,1597044274354:3c99f43e-229a-43a5-9d48-2937de587e0f,0,,3,"['26', '183', '184']",0,
