,Unnamed: 0,size,isEmpty,peek_obj_type,calledMethod,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
15,144,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",No,1597047440147:0b970375-f351-4fef-b8e6-c4c57716b0af,1597047440147:711f638e-c24a-4552-a9b2-0e58d3ecf0d7,0,,4,"['1', '11', '15', '18']",0,
16,322,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""",No,1597047440144:a18c1f19-ce5e-4604-9ac8-67d1553b595b,1597047440144:3dafbe10-6b13-4ea6-8c37-819061e0da13,0,,2,"['1', '15']",0,
17,326,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""",No,1597047440144:a18c1f19-ce5e-4604-9ac8-67d1553b595b,1597047440144:38c23d6f-efec-451d-bf49-5fb76bd19489,0,,2,"['1', '15']",0,
18,327,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""",No,1597047440144:a18c1f19-ce5e-4604-9ac8-67d1553b595b,1597047440144:38c23d6f-efec-451d-bf49-5fb76bd19489,0,,1,['15'],0,
19,328,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""",No,1597047440144:a18c1f19-ce5e-4604-9ac8-67d1553b595b,1597047440144:38c23d6f-efec-451d-bf49-5fb76bd19489,0,,1,['1'],0,
20,411,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""",No,1597047440144:4f058726-7c4f-44f7-9956-0f03458c4591,1597047440144:dd3b80e1-fd4c-4d4f-a9b8-93c87a130c28,0,,2,"['1', '15']",0,
21,426,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""",No,1597047440144:4f058726-7c4f-44f7-9956-0f03458c4591,1597047440144:38f6aafd-e9c1-4c61-902d-567e24d58c54,0,,2,"['1', '15']",0,
22,568,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""",No,1597047440139:14a11916-eec5-4402-aff8-8ca11b5827ee,1597047440139:b8e6991a-f42c-4df8-affe-e0e534617846,0,,2,"['1', '15']",0,
23,1243,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""",No,1597047440132:59fb9a19-f3df-4c42-bfc0-7371dd053770,1597047440132:83f4001b-9477-4609-9547-97abe8c823e6,0,,1,['1'],0,
24,2842,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""",No,1597047440114:429ac093-6d81-4228-a1a7-07fe4180ada1,1597047440114:7a733ede-3f21-426d-9df8-68ee83c00d3e,0,,3,"['15', '17', '37']",0,
25,4249,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""",No,1597047440097:aa1490b5-b5c1-4fa0-bc45-94fe12e6baa9,1597047440097:19e15bf5-35c2-4590-ae77-9ff52d83d0f2,0,,1,['1'],0,
26,4438,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""",No,1597047440096:05668081-9f1b-49c8-9a14-861a13505fb5,1597047440096:3f1b1f4f-1401-41d0-bb8d-ac0a10712cf3,0,,1,['15'],0,
27,4439,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""",No,1597047440096:05668081-9f1b-49c8-9a14-861a13505fb5,1597047440096:3f1b1f4f-1401-41d0-bb8d-ac0a10712cf3,0,,0,,0,
28,4440,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""",No,1597047440096:05668081-9f1b-49c8-9a14-861a13505fb5,1597047440096:3f1b1f4f-1401-41d0-bb8d-ac0a10712cf3,0,,1,['1'],0,
29,9281,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","calledMethod == ""push""",No,1597047440039:15542a5e-6c0d-4f36-be24-61a6608ffb13,1597047440039:b42cb0be-3bc3-4fc9-871f-a4db8f21d2dd,0,,3,"['15', '17', '37']",0,
30,14511,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""",No,1597047439975:1f7d7594-3c0c-4aab-be7d-ea520149552a,1597047439975:0bccc777-a00d-4475-90c2-6d409b8f6a36,0,,1,['1'],0,
31,17483,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""",No,1597047439933:47c292cf-10cf-44d8-96d1-77a6fdf1395e,1597047439933:ff2cb99e-ed12-407b-8d95-3e27c92f5bd0,0,,3,"['15', '17', '37']",0,
32,34519,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""",No,1597047439672:385b1fdc-9ea8-4d3b-af1c-b1815c164b88,1597047439672:6c83c039-ffc1-4eda-aa41-b64eb13349d0,0,,3,"['15', '17', '37']",0,
